"","Louvain_2","Treatment","N","Total","Freq","CD45","CD57","In115Di","IdU","CD103","CD19","CD45RA","KLRG1","CD4","CD8","Perforin","CD16","CD127","CD1c","CD123","CD66b","PD1","ICOS","CD27","TIM3","CCR6","CD14","CD56","CD69","41BB","CD25","CCR7","CD3","OX40","CD38","CD95","LAG3","CXCR3","HLADR","TIGIT","GranzymeB","DNA","Osmium","CD11b"
"1","10","1_normal",222,169733,0.00130793658275056,0.620291170265323,0.307645884850168,0.0802370633370026,0.161497960249963,0.259207846457861,0.196753639918749,0.575062758228246,0.357038890470485,0.215533652725965,0.232219816449364,0.361983691074666,0.390924236030436,0.541436020258872,0.125514849970747,0.255111539803542,0.643631928309257,0.795181356283404,0.472549361876767,0.224526670909762,0.557823193937353,0.494491062901097,0.346547149421547,0.452714197642202,0.433263652981435,0.665002507931252,0.398670437434671,0.786624374956396,0.330141071367313,0.584304615026066,0.220658850253847,0.562777448422591,0.672936125497773,0.575731320913917,0.251086987969177,0.575943390716236,0.390154452326564,0.791288447351709,0.675340878083794,0.748158668595278
"2","10","2_border",22,55703,0.000394951797928298,0.6978533191823,0.212885109188074,0.0927411156699645,0.1367181024422,0.319706417779312,0.21772660472911,0.441130730035723,0.379779170942554,0.217331542702242,0.275513908731054,0.254424642059447,0.338387428789578,0.597302815757854,0.164511089687477,0.276416291853632,0.683855157644072,0.809848106389503,0.520916364058537,0.264378398919008,0.631213240933704,0.516010402788356,0.377532471425816,0.514829214573188,0.522632437922306,0.703002801263594,0.45945120672687,0.822543439153885,0.383866961316042,0.621863907893461,0.210706082905152,0.591853518830426,0.733836160610551,0.601395844632536,0.258994954019782,0.620288160704956,0.360603399753906,0.804449987321537,0.631430050980701,0.784783207700443
"3","10","3_tumor",72,333723,0.000215747790832517,0.712494701188882,0.112220443486595,0.0159815073163039,0.148992499015713,0.43080143087932,0.225365529143873,0.351546051946347,0.351974057594398,0.195141358333893,0.499046170881583,0.213152483994505,0.28746849237094,0.491642050922261,0.123397402242153,0.215435380780687,0.369863351997001,0.809346593026166,0.547097060105233,0.442230272314868,0.530415416682366,0.483179534376426,0.379875052594934,0.478101728621431,0.572552234538717,0.682891101366896,0.407577813659914,0.790651010952775,0.550091951025793,0.598336487003492,0.414035027188228,0.616260277808708,0.661245768186575,0.700057402381933,0.363833172620165,0.619612537378884,0.252350517568026,0.802160402525423,0.506634094465956,0.47041499988682
"4","9","1_normal",487,169733,0.00286921223333117,0.698934909071673,0.0161460060991304,0.004337158599964,0.120768593181196,0.0567651652391829,0.0428471154445307,0.0490594330981611,0.228950896200815,0.0467378612794458,0.137885309600987,0.455466774504048,0.102821564555706,0.0368176007936125,0.0149460213442466,0.78734254362543,0.0796850845776806,0.0950691412319519,0.108533662086619,0.0397137920497476,0.0132918252437203,0.0180744090956838,0.024325316063214,0.0424573054288384,0.297059236186341,0.0170051626976991,0.312562022559094,0.0805694133689431,0.156754822570205,0.023946324486009,0.560013142309778,0.461679604425016,0.131549250431836,0.134838938321377,0.0767866330901903,0.0540820324333826,0.167665311961341,0.7500040829051,0.419176190615804,0.587251290039098
"5","9","2_border",66,55703,0.00118485539378489,0.692762120176819,0.0267148739148504,0.00554757632826686,0.0786263924416162,0.0380931154468667,0.0434307058144471,0.037798800506758,0.190581137825654,0.0350489175627972,0.109110142771886,0.273005980877608,0.0639407804065123,0.0267055918466607,0.0078560611093703,0.78394747431717,0.0658921272142744,0.0938624147519246,0.0937887958690176,0.0413018607633957,0.0138829161036694,0.0153787889924769,0.0175982211470925,0.0547237855285102,0.427479927420129,0.0260763449919714,0.325924793643341,0.0775129604370527,0.152545581500001,0.0170571625471193,0.538212963057136,0.4435582963814,0.12481798503744,0.155584940907121,0.0776868661322688,0.0513754608530501,0.0773341509984553,0.763033700376196,0.419825873479242,0.589851342310865
"6","9","3_tumor",140,333723,0.000419509593285449,0.670754830995644,0.0307570573164848,0.0108759618042747,0.124598899485677,0.0924965983093985,0.0466538143740578,0.049567165525568,0.23782528872402,0.0483009655259461,0.212131449127033,0.24793562576632,0.0771664757684209,0.0332953832334606,0.0147290122887422,0.779930337613271,0.093311987913109,0.106579015344326,0.131184769911027,0.0718527748828653,0.0139612147168591,0.0207338314608298,0.0364157651639937,0.0492393775563979,0.484828077086268,0.0313717875461826,0.337709691219379,0.0913947117268612,0.187193965092885,0.0253259510368424,0.52754747315407,0.452650433737552,0.150860654839736,0.227720929642629,0.0991215794519999,0.0653211680692568,0.0863663513417628,0.763761643997565,0.452124568046828,0.570741706384242
"7","20","1_normal",92,169733,0.000542027773031762,0.569558159102247,0.0173234721385003,0.00166303218727041,0.0945433359805962,0.053853165799658,0.0580385965225433,0.329610507197704,0.0807733311576593,0.490699649015442,0.142211590099033,0.558133714137949,0.114430476336776,0.0456013171003183,0.0297067388232466,0.812269241744486,0.100303610246635,0.0912248648475496,0.117327246065317,0.026144372351218,0.170697701515103,0.0304411301171528,0.0389183161166493,0.179691163068294,0.138015821199895,0.0161457200084394,0.0367179996564497,0.0770300047757924,0.082449358229976,0.0213105047660457,0.428855361510872,0.1743771380305,0.12457587165308,0.553854256142672,0.644490974174144,0.150920830623754,0.324713541980341,0.763384028032906,0.482427040223695,0.0822743231488839
"8","20","2_border",150,55703,0.00269285316769294,0.635506298065942,0.0205571753397024,0.0136993366515208,0.0794860523933888,0.0623112614421158,0.0553863784724653,0.499846193452654,0.0790489158099988,0.57697134043221,0.156767439576134,0.378855358742169,0.110712358681779,0.0332400789652066,0.0276761547175489,0.885797213106185,0.0927952259662037,0.136147379893572,0.105016720383332,0.0331625502484951,0.115727303861529,0.0326351395137683,0.0379573285383547,0.148795468623022,0.137581381906992,0.0146371117457256,0.0386984887321138,0.109178000490275,0.0754352413838084,0.0230558356013232,0.445518484467806,0.151584507827558,0.166268487070091,0.63499832139915,0.672450898110941,0.148949685998123,0.349920019458326,0.781239780798897,0.512909118446154,0.0753111809138629
"9","20","3_tumor",271,333723,0.000812050712716834,0.632009450984293,0.0147405077818224,0.00475884548357139,0.120663449986772,0.0724176955995285,0.0812069196906207,0.56433586377278,0.109467768329701,0.664585307738966,0.189377330465965,0.310917762733762,0.110053350473212,0.0374358770970748,0.0274704145015034,0.920619786198215,0.116582266477387,0.172430138352665,0.119979958615696,0.0481102888872071,0.064592302971135,0.0423448852281417,0.0440536518583395,0.145780624529547,0.0927170833757833,0.0139982190778496,0.0332763146526824,0.177303508070812,0.104025405194841,0.0185213454785413,0.40653440930936,0.17244595020142,0.186311002411029,0.687551791556559,0.633901339789287,0.139960301754837,0.480243098490469,0.78365792056857,0.535482749593485,0.0707132799217422
"10","50","1_normal",2,169733,1.17832124572122e-05,0.813530405755424,0.212010926602357,0,0,0.12012029587962,0.198804607536111,0.475359136096449,0.634051721819189,0.558427166807776,0.67030609018324,0.678474931581118,0.0889958498093276,0.632405872641622,0.00960231917286002,0.897332305578185,0.177280530928316,0.0775763307730408,0.275653247896875,0.124299168699113,0.104525986246298,0.00207229580844269,0.116626665977501,0.783936795503907,0.732804047937134,0.0657453318663459,0.136724274553067,0.122774316696476,0.580046755915416,0.0392007036562732,0.536780523609982,0.470980368585429,0.303786120801017,0.695834787815459,0.685542574010307,0.28907075956529,0.442282140410836,0.856681759541995,0.57170671276272,0.261743092790964
