"","HybridLouvain","Treatment","N","Total","Freq","CD45","CD57","In115Di","IdU","CD103","CD19","CD45RA","KLRG1","CD4","CD8","Perforin","CD16","CD127","CD1c","CD123","CD66b","PD1","ICOS","CD27","TIM3","CCR6","CD14","CD56","CD69","41BB","CD25","CCR7","CD3","OX40","CD38","CD95","LAG3","CXCR3","HLADR","TIGIT","GranzymeB","DNA","Osmium","CD11b"
"86","basophil_4","2_border",84,55703,0.00150799777390805,0.542007914262576,0.0712873837887859,0.0256382801330209,0.0536607653808476,0.0177540092458946,0.0135882276155258,0.01712885718963,0.149461150864241,0.289831244021505,0.0704493542900495,0.0803749196611146,0.0163049278814981,0.157431139914638,0.00419851525725133,0.00783572479816364,0.00693277138646406,0.0244434030850852,0.0614731698013424,0.0661323646582025,0.00358975825504545,0.0189924814747097,0.00910835940414179,0.0166508136043405,0.238873085626052,0.0178765020504839,0.00906613106643576,0.0256930197671225,0.245692511162431,0.0166000507446855,0.042232898331454,0.188054125995599,0.0336782992092424,0.215785226506842,0.0169568899615834,0.0268895059457234,0.0383214830736269,0.758177022646867,0.377839060241093,0.379526065923586
"87","basophil_4","3_tumor",31,333723,9.28914099417781e-05,0.473418588871063,0.0386979088397089,0.0219769870208697,0.137975304928106,0.0619104517145838,0.0436517750432275,0.0319355389051069,0.0859462050514618,0.187770318378465,0.101233930933614,0.126085187456675,0.0214648353368845,0.134220160008136,0.00411714700121001,0.0183572846255322,0.0142505337366608,0.0341963127398368,0.125078882362234,0.0546858854001561,0.00238627480936467,0.0244488957022645,0.0103726208737438,0.0218492258242171,0.223426433376129,0.0209008813571524,0.0438914184861459,0.0129783989289356,0.218326305906709,0.00544785030362056,0.0702631479894928,0.219553417282257,0.0429706875818999,0.219781555034636,0.0335811998127337,0.0613478203035962,0.0244275099048283,0.745460733455963,0.385277572898129,0.406807327261989
"88","basophil_2","1_normal",132,169733,0.000777692022176006,0.438023990012744,0.165395972007869,0.0536787531279231,0.117275066169153,0.0166112161214532,0.0329722828845711,0.0731898850111525,0.222129689088179,0.0591672578734187,0.0897459626927214,0.508530065137776,0.0807052079372337,0.057294314474503,0.00684452300800982,0.0158578420792705,0.0104584342067377,0.0233768243240732,0.0855072799655947,0.0223140258791584,0.00873727560799721,0.00927481219570687,0.0138304651396968,0.0156707911010407,0.268721545258592,0.0171357988049838,0.0130481144010767,0.0147970495728254,0.162368356094439,0.0080044831018682,0.111031483964874,0.170991965918792,0.0384027133208861,0.129062715469987,0.0134668175619681,0.0644308241699704,0.347716558774999,0.734807023344047,0.367540393562846,0.0854564186623566
"89","basophil_2","2_border",9,55703,0.000161571190061577,0.532456597812182,0.0232401246689661,0,0.119651810191003,0.0454846206995763,0.0116000797114485,0.0832264184436603,0.22088828451906,0.0654897849540526,0.103411573780274,0.472280285164146,0.0545339347245857,0.0384432359951876,0.00263250340890005,0.0134198602184938,0.0163870796809647,0.0104689869454894,0.127380731345782,0.0191116300104121,0.00251481093149083,0.0286088492750175,0.0210592798229422,0.00824546299661344,0.23139348064137,0.0297340803876755,0.00537687064697094,0.0415733586897011,0.154463786413263,0.0172873062323485,0.263073994148479,0.106418210489914,0.0496989635923626,0.157281020054037,0.0292739250895444,0.0121773124081885,0.322592900777671,0.749350632964359,0.336357100459817,0.162798767115964
"90","basophil_2","3_tumor",10,333723,2.99649709489607e-05,0.456583290891237,0.0428075269055461,0.00603639970345419,0.245407223547544,0.0298795972977924,0.0249536430100852,0.112023689421597,0.187228033675376,0.125651651208537,0.121592436773343,0.24373384168933,0.0342835097439465,0.179412720175629,0.0121115135768032,0.0293362180378402,0.00980449519957565,0,0.107546326459467,0.00584258890319265,0.0305041782265081,0.0119963710697776,0.00621930006997187,0.00968591809883903,0.312013533976687,0.0304195842523417,0.0103230433144828,0.081994604851272,0.118814125374537,0,0.116000050290963,0.248916720276237,0.051078836276249,0.276805949065634,0.0289004443189881,0.0266548443941397,0.121611720811308,0.742267276857955,0.364313675115621,0.0812892106324479
"91","basophil_1","1_normal",202,169733,0.00119010445817843,0.311377254250403,0.0101229810528229,0.00334261230665062,0.305186384253723,0.0340996944481465,0.0368800852181064,0.0238407885699241,0.0325403922292122,0.0458057119735739,0.0873362358543506,0.28088004332389,0.0802263543316407,0.0120511688009259,0.00304562217945676,0.017652249478953,0.0235976745901791,0.00750889384925674,0.0801318722701977,0.0186066721819655,0.007881647910636,0.0167592190018512,0.0170620539030649,0.00639973442613955,0.048531451179848,0.0111896111571538,0.00704814464375642,0.0241764255452426,0.0626181744906479,0.00664279190136238,0.0664468089326905,0.0823361767476933,0.0170765613747781,0.0979345011782917,0.0308639198816697,0.0425760855617828,0.115549153567182,0.720146215152519,0.289679303112775,0.0942907510607754
"92","basophil_1","2_border",2,55703,3.59047089025726e-05,0.437249135317487,0,0,0.31634285682585,0,0.0863769916738825,0.0823467054861234,0.134142416824738,0.00801693024246505,0.0314021978350545,0.081414258644723,0.0128530414285467,0.182877439317281,0,0.0875286346947508,0.00326103066450931,0.0455382743127675,0,0.062022454897238,0,0.0112666723778699,0,0.0018087855011533,0.0604719051172005,0,0,0,0.0889221123804822,0,0.0319832562387523,0.0357635018886802,0,0.0213466206625407,0.121737133020118,0.115552806303018,0,0.796305236043986,0.400680622809132,0.0934722801630076
"93","basophil_1","3_tumor",22,333723,6.59229360877135e-05,0.434511625058487,0.0127602930874537,0.00892042685373742,0.349807620525206,0.0498522478194354,0.050046464846878,0.0474784133653755,0.0465065965831703,0.0625672652101159,0.111264477294803,0.197641349372128,0.0379603494778486,0.0290064612392358,0.00846900997629881,0.00606642192958316,0.0132920686343141,0.00910716541039557,0.0747265336767065,0.0542548873582577,0.016562428148172,0.00819420545483519,0.00673537926587476,0.0263214970562748,0.0552575890606974,0.0193657439756855,0.00243662989001135,0.0454207321438304,0.10520087159551,0.0143098175933511,0.0489895337805684,0.109976084092119,0.0128672204176346,0.236657652708194,0.0491675981043998,0.0537804728289273,0.0974184412095185,0.726326787683747,0.294289118849758,0.121778143296681
"94","basophil_6","1_normal",328,169733,0.0019324468429828,0.299324550309747,0.0102079960489289,0.00262209161798104,0.0219323438620206,0.0382522570383175,0.0361436909394499,0.0265300314238589,0.0250332940073004,0.0319728628513202,0.0883200356206346,0.256519571661221,0.0736857882787184,0.0167021531805288,0.00381955989489158,0.0125692103701695,0.0252537973472598,0.00880178195711698,0.080943665973074,0.0179951486972124,0.00542201772604103,0.010124028259184,0.0124380329611254,0.00785130325236443,0.0483587753187715,0.00658479225665974,0.00541386101999934,0.0116800295412953,0.0539189078281447,0.00464769255012644,0.0712242932268234,0.0758704029772289,0.0111594764719462,0.076045532855814,0.0331559422237249,0.0381500493093524,0.0942545033754956,0.715558646231016,0.276274768667481,0.0987918752769011
"95","basophil_6","2_border",1,55703,1.79523544512863e-05,0.404491467151449,0,0,0,0.351955007928331,0.230275989783307,0,0,0,0.22284714516248,0.157891462231464,0.0435839035685574,0,0.0321943346460647,0,0,0,0,0,0,0,0,0,0.0973041684197928,0,0,0,0.109154660369599,0,0.13734847193541,0.00843083539240456,0,0.273458901886303,0,0,0.263449553268366,0.762367826762558,0.251766227580453,0
"96","basophil_6","3_tumor",24,333723,7.19159302775056e-05,0.43387515092911,0.0193966983322813,0.0424309383139151,0.0224406781248756,0.0466354634035743,0.0425220261272272,0.0259674764602148,0.0437319252532814,0.0336389684251853,0.0846598153090197,0.131861196306939,0.0493052088415182,0.00418333048987617,0.00823374888538708,0.0206729455797588,0.0235610661683805,0.0094052066704113,0.0827537668314674,0.0217302740888301,0.0194067823336582,0.0378927606247177,0.0318300251885181,0.0131727916888893,0.0508192837127036,0.00110828945116801,0.0140907337927811,0.0252904091189461,0.0665675922951237,0,0.154777381669476,0.086899480865607,0.019070398804953,0.240153007025983,0.0494988750745005,0.0341853727406067,0.102646888560221,0.727603900191266,0.258338728347477,0.10977966150192
"97","nk_cell_10","1_normal",1909,169733,0.0112470762904091,0.328059579750253,0.01752608266411,0.00472381631537081,0.127424612160583,0.0514583035945015,0.0372081856496541,0.0494874059798821,0.0410833363959667,0.0700404009033149,0.113071627199635,0.313536197132358,0.215413482625085,0.0259669177021745,0.0109432258879665,0.0103370412560886,0.146577356263807,0.0172242217280323,0.101772425239525,0.0514936250977337,0.0344209471740599,0.0459790111800374,0.0450231013383873,0.07262989248455,0.0752887981461458,0.00927771396127525,0.0071816369579265,0.023037541162289,0.0529105509131124,0.00845744662176079,0.117102668879757,0.143452852929791,0.0334610871564009,0.110694892392332,0.0730417768393656,0.0505340402236042,0.15297292254123,0.731489384917558,0.34882102324855,0.170750929512824
"98","nk_cell_10","2_border",58,55703,0.0010412365581746,0.485114996668078,0.0558588425072404,0.0221329305447552,0.109267298152408,0.165235238135949,0.0426670610886207,0.0680388901941538,0.0833071601661879,0.0751734833021142,0.301496970566057,0.181579065537834,0.0775696575695015,0.0728233067533106,0.0120740220890048,0.0224892853705259,0.0674767551182296,0.112517589596991,0.152774288303587,0.163486868312145,0.0344651482134187,0.106185363120583,0.0653925147838422,0.129586574940714,0.215689445393887,0.0162704467665318,0.00665095420765829,0.0715562698735384,0.151761776423744,0.0113666585506739,0.170637138933794,0.267152740324523,0.075455950567059,0.291849284964503,0.0957126493168013,0.0800138555078394,0.0922898448085988,0.774903101711581,0.458075101127216,0.182391063929662
"99","nk_cell_10","3_tumor",574,333723,0.00171998933247034,0.492567432164615,0.0863664367185072,0.0339253122020803,0.126575307156124,0.196292788281721,0.0755476821221375,0.12514724270763,0.0548237981188251,0.0432064924520889,0.270257802103106,0.200740933875693,0.107052966309701,0.0336909380604453,0.022800167164473,0.0104927054898295,0.0834939930651197,0.0995950150940544,0.169321208040192,0.18975978586532,0.0387701188969911,0.0829447351930744,0.0376122042396011,0.116918773181498,0.245005102437274,0.0229693975832593,0.0193125331396261,0.102702342108755,0.143739059732958,0.0133526998965908,0.193935114408895,0.26453579490648,0.100723405612236,0.422672286029784,0.14424182464812,0.116989203527689,0.142881038005213,0.746600167417617,0.398844602848976,0.123833596982192
"100","t_cell_19","1_normal",200,169733,0.00117832124572122,0.707145172356793,0.0103170707587495,0.00189458728873964,0.10875522563464,0.0358867861308724,0.0536455260799178,0.443634677606402,0.137244238428401,0.0565417340542804,0.683310118303003,0.430324297678609,0.104408531657953,0.390971423194167,0.0287231448549606,0.0123089536067811,0.0474249244566949,0.0119967820148157,0.134512756770993,0.599493404485254,0.0298389019392747,0.0172047510926063,0.0281296132752029,0.0488535710196413,0.259701281036516,0.0158262988294899,0.0772584416226376,0.69986058735612,0.689347459328296,0.0720759425133376,0.145009020917828,0.119381795661592,0.0492461707461879,0.373722605697807,0.0692073757998633,0.0404634963173614,0.115421707418537,0.736329068048523,0.363542890370832,0.0762939232836334
"101","t_cell_19","2_border",33,55703,0.000592427696892447,0.71785244811864,0.0187912844442752,0.00155857814407007,0.097418598388701,0.0155228538730014,0.0626254768344204,0.473377135076379,0.102084622350873,0.0734179810121436,0.681082885672858,0.25349355152727,0.0847582819341005,0.336819498565643,0.0258431287518492,0.0104648462134584,0.048264955768719,0.0138454315799115,0.121761675098376,0.589430437944445,0.0447583369241097,0.0129254351340069,0.0153876113044352,0.0336995213356421,0.284215437416482,0.0136559470027665,0.0705816517480733,0.618695881871115,0.679416044633186,0.0552716778952897,0.201443932520372,0.11913803223932,0.0375722251887596,0.41502504463004,0.0814193473926227,0.0473285157822724,0.112074027185416,0.751427364568949,0.368415526815747,0.0668414920055691
"102","t_cell_19","3_tumor",45,333723,0.000134842369270323,0.713637612511903,0.0134253479112216,0.0080688806818161,0.0967933971276906,0.0521951665191368,0.0651013261632256,0.502148821918028,0.179916656600925,0.0573662360037749,0.746559951075541,0.231944579183191,0.0897845871147468,0.486761613417394,0.0449274508777412,0.0109609802791447,0.0597336742650414,0.0165727414601438,0.181151351939515,0.626112510097078,0.0297193404265176,0.0177618005536307,0.0254520035405209,0.0504256458894258,0.263554256912927,0.0122074512424154,0.07439684452977,0.667546042984551,0.687421947160174,0.0728621361253931,0.154835371715515,0.126442270516778,0.0549725038272866,0.416875513420423,0.0800843609233393,0.0401396080483238,0.0795768254612026,0.746899388830341,0.375327372912968,0.0721766451046335
"103","t_cell_5","1_normal",450,169733,0.00265122280287275,0.741829552978358,0.00897857497425974,0.00366494294186457,0.133121620070102,0.0420554219641707,0.0416546889623953,0.274841080676115,0.161207821732507,0.630605234877349,0.148028694446938,0.404599639148944,0.0809728597342598,0.393690038843165,0.0209433404627729,0.0399643182003827,0.0531083162550456,0.0216306909707818,0.147808729368512,0.563375778243561,0.0180824750651907,0.0185026795309846,0.0229597916118657,0.0992662863042849,0.262723391962142,0.0218497087159809,0.140469078807863,0.69951813949497,0.784456700786739,0.127757978832747,0.259968034822887,0.178568529231691,0.0447349939386724,0.12791818831482,0.0530521188410435,0.0501914418665195,0.119957480063621,0.733889300198264,0.358055430957847,0.114295986444377
"104","t_cell_5","2_border",76,55703,0.00136437893829776,0.748558806094799,0.00967403475960012,0.00709270639324471,0.117847347287702,0.0294088854999538,0.0370330047927552,0.367903710461407,0.157638067291471,0.650704513865647,0.124649827127766,0.210634038880524,0.0681454044105712,0.355674881836622,0.0154207911955647,0.0534788461116745,0.052518230510234,0.0239251917023741,0.154529627288453,0.56191019620565,0.0197989223285712,0.0254176179609611,0.0224635313267105,0.107047543412969,0.308630185889126,0.0269462976664922,0.141552942788822,0.64352196722861,0.788637250194149,0.103825192203353,0.287477631763917,0.181672159340023,0.0472622271058873,0.166523065948418,0.0536342593903531,0.0541126653825966,0.086502530978274,0.755525165423731,0.384008649564089,0.12006744007254
"105","t_cell_5","3_tumor",210,333723,0.000629264389928174,0.737713480090312,0.0137829801295422,0.00782674448753088,0.103363628620517,0.061093963340696,0.0490574131285469,0.324975020459731,0.194367570711023,0.667417342514124,0.171636826218266,0.212470773976328,0.0757786039664628,0.423741123733786,0.0206051918692265,0.0581704674468936,0.0537550616480334,0.0339485364856049,0.215885535619155,0.586326753179358,0.0343628560356328,0.0199488499341872,0.0304464077583293,0.0984381361270674,0.296205922905547,0.0230614809072264,0.153952712995522,0.651447903356892,0.78618902648874,0.108439805152999,0.289252947653367,0.22024924441059,0.061194934289,0.203033280020325,0.0602527109189994,0.0685088687320401,0.0888996601927955,0.750071179038836,0.3728507515715,0.0922360429297446
"106","b_cell_1","1_normal",2469,169733,0.0145463757784285,0.712644800345074,0.0141270579744643,0.00327723664698703,0.117638183389078,0.0388488038368676,0.536662237962269,0.489948526700605,0.0590248572788188,0.0401273365138341,0.091674255736639,0.399832450671699,0.091676544066316,0.0218083920931539,0.165112835357911,0.0591256222952019,0.0696008257329157,0.0152166878257129,0.0817598221317636,0.0309128490097274,0.00877547110620919,0.180221244135971,0.0346864309745829,0.057257103112982,0.232232795107355,0.0126600077073491,0.0642026192884075,0.416415939245317,0.0891266792693304,0.0145398003399172,0.366987103448704,0.0904796395641937,0.0476153477346432,0.144691990200127,0.620792043960482,0.105994759190299,0.156459227017268,0.728673152208407,0.358666891661328,0.11059904522504
"107","b_cell_1","2_border",807,55703,0.014487550042188,0.718557439263268,0.0212253783450577,0.00599677532481529,0.100285989427527,0.0364714519511707,0.536077306098777,0.554386162672492,0.0702566936881084,0.0389634019662282,0.0801904316009539,0.219493575090879,0.06344571978199,0.0161309313824904,0.137426989367776,0.0660043652310346,0.0592155986264984,0.0130046621624144,0.0729752788279056,0.0292371168283983,0.00824033021014291,0.237346402884864,0.0407236425545595,0.0762145510585588,0.237840882428503,0.0111841911401937,0.0580348008330648,0.426498486368831,0.0870607802556164,0.0118978686596273,0.357116862456019,0.0938280238603265,0.0493113402131656,0.187202748958502,0.64458557521099,0.112747969840094,0.133546002020753,0.738803742063894,0.374600685988101,0.12548877363877
"108","b_cell_1","3_tumor",1021,333723,0.00305942353388888,0.683719733315011,0.0181844574360426,0.00504407428564661,0.121783337359976,0.0431546505909821,0.544893446235928,0.510191937149452,0.0640617847441458,0.0427365729489302,0.110787791608176,0.167454231907029,0.066123228520772,0.0139364734085894,0.131157743223059,0.0306509935221595,0.0617506452552157,0.0140269392423635,0.0822863076728973,0.0638661937165966,0.00823458505162543,0.22996567692735,0.0425823812591426,0.0706917068764404,0.212556073497968,0.0142296559205001,0.0911259006577523,0.425559521583119,0.0916008614196527,0.0119487792681279,0.24587446454387,0.140635272620042,0.0502868743927002,0.212668284692181,0.59421725662589,0.102761667156148,0.105431945306182,0.738641112750771,0.377453804250496,0.111764824858382
"109","mdc_3","1_normal",87,169733,0.000512569741888731,0.675138868625561,0.0118838544156854,0.000956011149738216,0.0994048538337637,0.0459839027252568,0.240568699932572,0.504374583317759,0.0654483741949044,0.0337930827560699,0.087799922641721,0.391004167486958,0.0816575561665071,0.0122605725565308,0.105929979366323,0.0973767441718151,0.0584716912903619,0.0095979105427222,0.0855808927631537,0.022636898651826,0.00303861134337198,0.0979721897597726,0.0261678900019984,0.0585616033792947,0.220293419168995,0.00839222599360136,0.118424549869739,0.163281557302309,0.142548889734735,0.0180571843138655,0.609231562940968,0.159732033348186,0.0692649743167156,0.149895705974105,0.586525184229161,0.0718721305000865,0.150646493464812,0.722972225519041,0.356401371667691,0.111899516664233
"110","mdc_3","2_border",25,55703,0.000448808861282157,0.68025882148955,0.00519788747006333,0,0.0555736505331774,0.0329182593109289,0.247109464789888,0.538736373110276,0.0735394082207912,0.0265307479047608,0.0668508684544885,0.211308193235414,0.0561573279819421,0.01046994103882,0.108070225716102,0.144472065586922,0.0459072641937882,0.0126059151689597,0.0710090223657888,0.0423194502111478,0.0041248644971094,0.160751026011826,0.029648787168988,0.102970027381205,0.246316480298141,0.0100094756757526,0.0930892185802954,0.148990759573629,0.173283944244672,0.0268229329602563,0.609325874378482,0.136203039838425,0.0531165834357476,0.17858138499539,0.58060830738306,0.0764285668159273,0.10919162740542,0.738271023124877,0.369759549496362,0.121816812895258
"111","mdc_3","3_tumor",3,333723,8.9894912846882e-06,0.583463139797328,0.0761170524300904,0,0.059716890072762,0.00328496552027246,0.0393285423610876,0.305634302514242,0.058716724080565,0,0.102989176090618,0.297227603952656,0.0918742416569832,0.169771593268199,0.0373359222419497,0.045271163975867,0.068399083767217,0.0248857422402926,0.0704563120471633,0.0766855374286435,0.0511820603932184,0.20646796023478,0.00310456402938147,0.0547980059087591,0.365573497110525,0.0103164200408058,0.0598689062676754,0.274840920866984,0.0695280590294726,0.101035888058495,0.583344063164944,0.308014751725081,0.00341878877325008,0.326794807817032,0.540919668543445,0.162546888379175,0.277644922587831,0.744535186254167,0.444249085624084,0.104514605021732
"112","b_cell_10","1_normal",70,169733,0.000412412436002427,0.729607206725825,0.0190009883627516,0.0048465450204615,0.117818146038926,0.0539161967093331,0.668228143534271,0.487486304668507,0.0833197976344148,0.0487022486209782,0.116814954030779,0.482228512109882,0.143871886559978,0.0421890975931476,0.061800863489083,0.0210802417821066,0.0760177809604064,0.0666164153843645,0.0708607676878453,0.130098560667864,0.0219498446108066,0.307903870314989,0.0558476788426734,0.0771569735094867,0.214960050283391,0.0124820569107842,0.0122405446436931,0.0628754992406249,0.0705875108340327,0.00302535360444761,0.134490476020487,0.481185761185974,0.193505700647584,0.476188606029258,0.702308022339268,0.147738490365167,0.210251803043019,0.738118934873815,0.39898636944263,0.126567795066927
"113","b_cell_10","2_border",48,55703,0.000861713013661742,0.768654101449292,0.0357915871531461,0.0147663820461368,0.0672888111592236,0.106842446341118,0.687347204589202,0.623916750084677,0.122378813220926,0.0653181149374828,0.158346397559284,0.323176743019781,0.10712154125301,0.0374333709364317,0.130258569779027,0.0329385910932267,0.0998988458076501,0.075985229222652,0.104127621178729,0.0695489024889668,0.0292100533718004,0.409366979217965,0.0980897973572038,0.137437429150897,0.424013607974369,0.0334493142643814,0.0449069457989199,0.148334702554509,0.136105748403937,0.0223749614570068,0.214558670472475,0.525154233554255,0.325494224518608,0.595653840942083,0.727890199923797,0.21802010355707,0.226532355338278,0.764710906416447,0.437775206962792,0.190305889843478
"114","b_cell_10","3_tumor",1638,333723,0.00490826224143976,0.758209678591035,0.0306285705172787,0.00649785964841506,0.116155028892616,0.0771353082118343,0.749151716027724,0.724530304549688,0.155196806498631,0.0870611865292955,0.258759357376935,0.223507924018261,0.110663160577675,0.0227268632893846,0.127225509939753,0.0349698328411298,0.0981542492583285,0.0359251101679451,0.128576696250439,0.0991496431674683,0.0200895190431644,0.466222696141842,0.0979221871282379,0.162978514953917,0.549059401893741,0.0383144123905652,0.0494934124950047,0.170103726048375,0.178514463249302,0.0256555181450459,0.307833614656982,0.616539707520881,0.397835769817773,0.681964972923756,0.634563094363324,0.131739701501509,0.160327162149765,0.755314567915407,0.441136551800693,0.234884328039408
"115","mdc_1","1_normal",452,169733,0.00266300601532996,0.682385542723562,0.0206762443266796,0.00480760648194117,0.12386875448217,0.0421891763026438,0.264338110293108,0.447420593287977,0.0608916358598572,0.0368550153583686,0.0971763508353928,0.396166813408192,0.075192792224325,0.0184127258985464,0.222124502686029,0.0317997818690528,0.0573822263324256,0.0185029462154744,0.0827103256732998,0.163789418661775,0.0140130517544151,0.137255443339706,0.0267882031786023,0.0576245567273462,0.286915430395026,0.01738412589763,0.0618514615386361,0.361468747789827,0.0739053005090698,0.0121558931809306,0.216244878406667,0.131938878714903,0.051010940424192,0.185618626224903,0.574354049415811,0.0920869339870755,0.150908239848575,0.727948230368773,0.360586084575845,0.121235454831636
"116","mdc_1","2_border",206,55703,0.00369818501696498,0.681177147178811,0.0182611954965838,0.00606978310076962,0.068865471449879,0.0338302434778779,0.259739697909059,0.480561332294848,0.0481326066130925,0.0317478252368067,0.0800085187644964,0.227280814831486,0.0577546523499969,0.0178053660710473,0.177034951585107,0.0276542640737385,0.0574256051952203,0.0167827410290849,0.079479761835276,0.196628026209748,0.00950981334488538,0.189089451684379,0.0288648160397293,0.0795508599861288,0.311233303434846,0.0165092498690234,0.0711663629028017,0.349091572845058,0.066550494372695,0.0098884466640242,0.19758991102689,0.129036249244414,0.0495111446762145,0.275368359705488,0.591825385653573,0.0885091830496547,0.142457442920868,0.743035148495034,0.378467674465773,0.132918476194459
"117","mdc_1","3_tumor",1793,333723,0.00537271929114865,0.602897016108583,0.0161200928130923,0.00447522192788335,0.115889520986363,0.0478049212047831,0.251780148489,0.393372658103239,0.0492967040200654,0.0372386017724433,0.129156547283192,0.169536043426054,0.0663780158471998,0.0156507482146072,0.185066862778578,0.0165421966648376,0.060994428274666,0.0179929083769944,0.0896644550803379,0.272244675167756,0.0147686534205379,0.187029317861538,0.0295008672459863,0.0747682108176695,0.298014978839319,0.0186442063955243,0.0779433466052129,0.261549204737572,0.0805804900687935,0.0107677305355599,0.153672984172713,0.228862980097574,0.0892376849959008,0.380288202048625,0.52020921426845,0.0840805321977047,0.102532407715896,0.739779700144538,0.388557543211956,0.102698562670902
"118","b_cell_13","1_normal",112,169733,0.000659859897603884,0.77120268197603,0.0192331240396819,0.00605333288264481,0.129941621394581,0.0645382613435598,0.573489723808947,0.604615075146008,0.119276710916062,0.07201086211379,0.160528674066756,0.486685783559595,0.138966381620409,0.0466888554164634,0.38866333818475,0.0634947415609062,0.0960275685636679,0.0185327263907381,0.103504442193816,0.437263792044146,0.0511909751519116,0.23870269394165,0.0617615883469977,0.0979871727108042,0.38577122221204,0.0172085402065427,0.0876502082536608,0.250514999060926,0.126893519641242,0.0223536186135029,0.232595099739591,0.3651740625939,0.165151789713977,0.464551734411835,0.658813129881367,0.141214768145741,0.233334913531122,0.75258603042828,0.425096674330397,0.188989781140351
"119","b_cell_13","2_border",191,55703,0.00342889970019568,0.741394717092355,0.0279141227046235,0.002703931552004,0.0883357879758231,0.0448296085456643,0.580225985243087,0.614902404429041,0.100099750737846,0.0547564081009355,0.134509665904471,0.273171490280406,0.0884655849012731,0.0237709637987797,0.325447552061121,0.031990230163458,0.0890932788835909,0.0237225836873487,0.0917937566840197,0.422196899779886,0.0230185124148632,0.28689964394523,0.0666450166499511,0.121662664238596,0.47030205348116,0.0344356112352835,0.0875278935798371,0.276753583551656,0.111657923588379,0.0149272300296999,0.225276459305988,0.354572501763815,0.183293371590811,0.563419735556254,0.677385427019812,0.15060724087109,0.176393671865474,0.757172157665401,0.418481599294024,0.164267943610136
"120","b_cell_13","3_tumor",11594,333723,0.034741387318225,0.710032549882234,0.0294226497322336,0.00744943325179297,0.112894115874971,0.0689794127082165,0.618131527552145,0.611239482803859,0.0987499457376522,0.0635148794103712,0.249398460803474,0.206659432510036,0.0943817697533606,0.0208349453728117,0.308738640351814,0.0259901352639993,0.0861223791832727,0.0278302967474492,0.117362903402234,0.506038823626233,0.0241188857201409,0.290341867051179,0.0671129930323343,0.124126685431222,0.477775246301886,0.0312163417406591,0.093377236472493,0.305925573425646,0.172256490052387,0.0177121397572273,0.268279310910745,0.394469021068783,0.204602518216365,0.565510145349766,0.642279079332323,0.134843667726045,0.146665592970691,0.755262991453729,0.431086151802406,0.163581038406107
"121","b_cell_4","1_normal",340,169733,0.00200314611772608,0.729344315639643,0.0123259094651742,0.00282517936114706,0.131390576107843,0.0411697379355697,0.488615461487104,0.53334799772653,0.078242517313215,0.0429889728793336,0.0997744183502339,0.447810804025975,0.0961748210110201,0.0275623109355408,0.198896473675768,0.0214744502905719,0.0642508050676703,0.020431837409001,0.0897451032866786,0.393801712100722,0.0302391422936919,0.16047894655006,0.0528971555965487,0.0640548387808981,0.301869120760945,0.0247277261988534,0.0849730100395647,0.310692693415236,0.0697285009353591,0.00848648956604532,0.147542264481966,0.230379216227502,0.0746716526571755,0.227569965346132,0.573505729574143,0.089302872212829,0.163276515957857,0.730329084068032,0.385530916684086,0.138529599134633
"122","b_cell_4","2_border",302,55703,0.00542161104428846,0.707139472362558,0.0142390352164629,0.00465386241263094,0.0879391016615171,0.0409615811570364,0.49612184604003,0.566457391603127,0.074068001512473,0.043911070425373,0.0830996359541127,0.22092058860283,0.0640624879106226,0.0149465336305383,0.151493843269409,0.0152821081892525,0.0576971989170987,0.0136645718124033,0.0791611828131835,0.364610917980281,0.021150293179741,0.222490717536852,0.0485057638688567,0.0769352965904399,0.335417097171544,0.0209987530658204,0.106690954310354,0.328587743606652,0.0639249131891588,0.0108260481564393,0.152304985406103,0.183681544567044,0.0671373380829418,0.303036708455733,0.587918127779958,0.0820870034939263,0.118321698746954,0.743808475213212,0.394941292908847,0.144734907053426
"123","b_cell_4","3_tumor",9969,333723,0.0298720795390189,0.668893318505646,0.0172051533317239,0.00475450296447029,0.124803871799371,0.0450662418871113,0.540550502248665,0.53569101306445,0.0668366680725286,0.0422506399680889,0.153638324100762,0.163985003421567,0.0692468077239396,0.0145676070580556,0.146047360777963,0.0140474820998417,0.0592554724778142,0.0129630429722203,0.0876283297524792,0.422332511966751,0.0152397170655849,0.218418827380117,0.0395708295159609,0.0731504035865898,0.318026077578885,0.0158279468566891,0.106982586700522,0.326595199198609,0.0937195598440007,0.0101115611517534,0.176304002210033,0.226872972480738,0.0726823638919491,0.322994045453855,0.562700237990952,0.0838739515778476,0.0971509539285441,0.74278525254537,0.401389445287644,0.110538575219258
"124","b_cell_6","1_normal",26,169733,0.000153181761943759,0.823999977572202,0.0274978139143163,0.0111688052304541,0.133695179160374,0.0729064434331853,0.56702969168254,0.515845639719537,0.383656674054541,0.682734440927321,0.187229504027713,0.545470660475458,0.156079925505197,0.495520299078813,0.226037987658202,0.0647004440610656,0.144507725650998,0.124137337306648,0.270419280100251,0.270736701921895,0.0324524308699143,0.293368077599052,0.0721154129894377,0.194387480157825,0.493253851620873,0.0824170503450397,0.216577524115727,0.461386282757629,0.632398833976682,0.103316494245247,0.374251007251907,0.571634635289408,0.237271824635877,0.369506624407448,0.64521352083371,0.227584633805559,0.229997292715114,0.84494367287843,0.535568018555659,0.175767251788338
